"id","site","building","room","function","placement","measurement_type","value","timestamp"
1,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33819.46","2024-01-30 14:44:51"
2,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33740.97","2024-01-30 14:44:52"
3,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33750.69","2024-01-30 14:44:54"
4,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33748.17","2024-01-30 14:44:56"
5,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33728.72","2024-01-30 14:44:58"
6,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33704.01","2024-01-30 14:44:59"
7,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33704.01","2024-01-30 14:45:00"
8,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463184","2024-01-30 14:45:00"
9,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","54.6864","2024-01-30 14:45:00"
10,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","48.9564","2024-01-30 14:45:00"
11,"ETEC","ETEC","114","WAGO_EDM","D1","AL2","47.5599","2024-01-30 14:45:00"
12,"ETEC","ETEC","114","WAGO_EDM","D1","VL1N","232.93","2024-01-30 14:45:00"
13,"ETEC","ETEC","114","WAGO_EDM","D1","VL3N","234.02","2024-01-30 14:45:00"
14,"ETEC","ETEC","114","WAGO_EDM","D1","VL2N","233.55","2024-01-30 14:45:00"
15,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33714.69","2024-01-30 14:45:01"
16,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33807.93","2024-01-30 14:45:02"
17,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33773.13","2024-01-30 14:45:03"
18,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34734.61","2024-01-30 14:45:05"
19,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33786.1","2024-01-30 14:45:06"
20,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33759.21","2024-01-30 14:45:08"
21,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33752.96","2024-01-30 14:45:09"
22,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33752.96","2024-01-30 14:45:10"
23,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33817.42","2024-01-30 14:45:11"
24,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33782.26","2024-01-30 14:45:12"
25,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33716.01","2024-01-30 14:45:13"
26,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33681.08","2024-01-30 14:45:15"
27,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33717.57","2024-01-30 14:45:17"
28,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33680.72","2024-01-30 14:45:19"
29,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33680.72","2024-01-30 14:45:20"
30,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33669.68","2024-01-30 14:45:20"
31,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33744.92","2024-01-30 14:45:22"
32,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33731.49","2024-01-30 14:45:23"
33,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33699.56","2024-01-30 14:45:24"
34,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33659.59","2024-01-30 14:45:26"
35,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33689.24","2024-01-30 14:45:27"
36,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33643.27","2024-01-30 14:45:29"
37,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33643.27","2024-01-30 14:45:30"
38,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33684.68","2024-01-30 14:45:30"
39,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34072.71","2024-01-30 14:45:32"
40,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34034.78","2024-01-30 14:45:33"
41,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34022.41","2024-01-30 14:45:34"
42,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33778.53","2024-01-30 14:45:36"
43,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33733.05","2024-01-30 14:45:38"
44,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33733.05","2024-01-30 14:45:40"
45,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33640.16","2024-01-30 14:45:40"
46,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33703.88","2024-01-30 14:45:41"
47,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33771.81","2024-01-30 14:45:43"
48,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33741.57","2024-01-30 14:45:44"
49,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33677.48","2024-01-30 14:45:45"
50,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33649.75","2024-01-30 14:45:47"
51,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33684.08","2024-01-30 14:45:48"
52,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33684.08","2024-01-30 14:45:50"
53,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33718.76","2024-01-30 14:45:50"
54,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33697.64","2024-01-30 14:45:51"
55,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33660.07","2024-01-30 14:45:53"
56,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33708.31","2024-01-30 14:45:54"
57,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33662.48","2024-01-30 14:45:55"
58,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33702.08","2024-01-30 14:45:57"
59,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33713.84","2024-01-30 14:45:59"
60,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463184","2024-01-30 14:46:00"
61,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33713.84","2024-01-30 14:46:00"
62,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","54.8931","2024-01-30 14:46:00"
63,"ETEC","ETEC","114","WAGO_EDM","D1","AL2","46.9758","2024-01-30 14:46:00"
64,"ETEC","ETEC","114","WAGO_EDM","D1","VL1N","233.22","2024-01-30 14:46:00"
65,"ETEC","ETEC","114","WAGO_EDM","D1","VL3N","233.91","2024-01-30 14:46:00"
66,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","49.0803","2024-01-30 14:46:00"
67,"ETEC","ETEC","114","WAGO_EDM","D1","VL2N","233.69","2024-01-30 14:46:00"
68,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33736.41","2024-01-30 14:46:01"
69,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34138.23","2024-01-30 14:46:02"
70,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33707.49","2024-01-30 14:46:04"
71,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33642.44","2024-01-30 14:46:05"
72,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33665.71","2024-01-30 14:46:06"
73,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33677.71","2024-01-30 14:46:08"
74,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33661.87","2024-01-30 14:46:09"
75,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33661.87","2024-01-30 14:46:10"
76,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33657.32","2024-01-30 14:46:11"
77,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33728.13","2024-01-30 14:46:12"
78,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33706.52","2024-01-30 14:46:14"
79,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33675.08","2024-01-30 14:46:15"
80,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33713.72","2024-01-30 14:46:16"
81,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33731.72","2024-01-30 14:46:18"
82,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33731.72","2024-01-30 14:46:20"
83,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33724.88","2024-01-30 14:46:20"
84,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33731.85","2024-01-30 14:46:22"
85,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34675.93","2024-01-30 14:46:23"
86,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34352.83","2024-01-30 14:46:25"
87,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33798.34","2024-01-30 14:46:26"
88,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33824.98","2024-01-30 14:46:27"
89,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33763.06","2024-01-30 14:46:29"
90,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33763.06","2024-01-30 14:46:30"
91,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33754.05","2024-01-30 14:46:30"
92,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33805.06","2024-01-30 14:46:32"
93,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33838.78","2024-01-30 14:46:33"
94,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33767.13","2024-01-30 14:46:35"
95,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34681.08","2024-01-30 14:46:36"
96,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33720.32","2024-01-30 14:46:37"
97,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34082.06","2024-01-30 14:46:39"
98,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34098.03","2024-01-30 14:46:41"
99,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33834.47","2024-01-30 14:46:43"
100,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33785.62","2024-01-30 14:46:44"
101,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33812.14","2024-01-30 14:46:46"
102,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33768.58","2024-01-30 14:46:47"
103,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33741.21","2024-01-30 14:46:48"
104,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33741.21","2024-01-30 14:46:50"
105,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33817.42","2024-01-30 14:46:50"
106,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33779.98","2024-01-30 14:46:51"
107,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33826.06","2024-01-30 14:46:53"
108,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33759.09","2024-01-30 14:46:54"
109,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33806.5","2024-01-30 14:46:56"
110,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33779.26","2024-01-30 14:46:57"
111,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33768.33","2024-01-30 14:46:58"
112,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33768.33","2024-01-30 14:47:00"
113,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463184","2024-01-30 14:47:00"
114,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","55.042","2024-01-30 14:47:00"
115,"ETEC","ETEC","114","WAGO_EDM","D1","AL2","47.0186","2024-01-30 14:47:00"
116,"ETEC","ETEC","114","WAGO_EDM","D1","VL1N","232.93","2024-01-30 14:47:00"
117,"ETEC","ETEC","114","WAGO_EDM","D1","VL3N","233.96","2024-01-30 14:47:00"
118,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","49.3413","2024-01-30 14:47:00"
119,"ETEC","ETEC","114","WAGO_EDM","D1","VL2N","233.7","2024-01-30 14:47:00"
120,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33788.49","2024-01-30 14:47:02"
121,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33756.57","2024-01-30 14:47:04"
122,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33753.09","2024-01-30 14:47:05"
123,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33770.38","2024-01-30 14:47:07"
124,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33749.37","2024-01-30 14:47:08"
125,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33782.02","2024-01-30 14:47:09"
126,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33782.02","2024-01-30 14:47:10"
127,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33789.45","2024-01-30 14:47:11"
128,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33768.21","2024-01-30 14:47:12"
129,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33772.17","2024-01-30 14:47:14"
130,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33782.73","2024-01-30 14:47:15"
131,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33742.53","2024-01-30 14:47:17"
132,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33988.81","2024-01-30 14:47:18"
133,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33792.1","2024-01-30 14:47:19"
134,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33792.1","2024-01-30 14:47:20"
135,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33799.18","2024-01-30 14:47:21"
136,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33844.91","2024-01-30 14:47:23"
137,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33776.61","2024-01-30 14:47:25"
138,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33808.66","2024-01-30 14:47:26"
139,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33830.99","2024-01-30 14:47:28"
140,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33836.5","2024-01-30 14:47:29"
141,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33836.5","2024-01-30 14:47:30"
142,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33852.35","2024-01-30 14:47:30"
143,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33907.32","2024-01-30 14:47:32"
144,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33838.31","2024-01-30 14:47:33"
145,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33830.26","2024-01-30 14:47:35"
146,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33835.9","2024-01-30 14:47:36"
147,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33821.98","2024-01-30 14:47:38"
148,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33875.87","2024-01-30 14:47:39"
149,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33875.87","2024-01-30 14:47:40"
150,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33825.59","2024-01-30 14:47:40"
151,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33861.84","2024-01-30 14:47:42"
152,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33818.5","2024-01-30 14:47:44"
153,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34277.7","2024-01-30 14:47:46"
154,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33786.21","2024-01-30 14:47:47"
155,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33972.73","2024-01-30 14:47:49"
156,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33972.73","2024-01-30 14:47:50"
157,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34131.88","2024-01-30 14:47:50"
158,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34141.36","2024-01-30 14:47:51"
159,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33889.2","2024-01-30 14:47:53"
160,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33836.87","2024-01-30 14:47:54"
161,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33813.58","2024-01-30 14:47:56"
162,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33794.37","2024-01-30 14:47:57"
163,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33863.87","2024-01-30 14:47:59"
164,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463185","2024-01-30 14:48:00"
165,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33863.87","2024-01-30 14:48:00"
166,"ETEC","ETEC","114","WAGO_EDM","D1","AL2","47.413","2024-01-30 14:48:00"
167,"ETEC","ETEC","114","WAGO_EDM","D1","VL1N","233.09","2024-01-30 14:48:00"
168,"ETEC","ETEC","114","WAGO_EDM","D1","VL3N","234.18","2024-01-30 14:48:00"
169,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33852.34","2024-01-30 14:48:00"
170,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","55.2479","2024-01-30 14:48:00"
171,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","49.0703","2024-01-30 14:48:00"
172,"ETEC","ETEC","114","WAGO_EDM","D1","VL2N","233.77","2024-01-30 14:48:00"
173,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33872.74","2024-01-30 14:48:01"
174,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33892.8","2024-01-30 14:48:03"
175,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33855.47","2024-01-30 14:48:05"
176,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33873.47","2024-01-30 14:48:07"
177,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34828.94","2024-01-30 14:48:08"
178,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34353.44","2024-01-30 14:48:10"
179,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33958.93","2024-01-30 14:48:11"
180,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33942.24","2024-01-30 14:48:12"
181,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33966.49","2024-01-30 14:48:14"
182,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33994.93","2024-01-30 14:48:15"
183,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","33982.2","2024-01-30 14:48:17"
184,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34029.01","2024-01-30 14:48:18"
185,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34099.58","2024-01-30 14:48:20"
186,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34051.82","2024-01-30 14:48:21"
187,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34017.85","2024-01-30 14:48:22"
188,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34026.74","2024-01-30 14:48:24"
189,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34081.35","2024-01-30 14:48:26"
190,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34712.04","2024-01-30 14:48:28"
191,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34108.94","2024-01-30 14:48:29"
192,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34108.94","2024-01-30 14:48:30"
193,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34145.56","2024-01-30 14:48:31"
194,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34292.82","2024-01-30 14:48:32"
195,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34269.54","2024-01-30 14:48:33"
196,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34228.6","2024-01-30 14:48:35"
197,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34276.01","2024-01-30 14:48:36"
198,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34302.78","2024-01-30 14:48:38"
199,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34302.43","2024-01-30 14:48:40"
200,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34364.59","2024-01-30 14:48:41"
201,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34377.91","2024-01-30 14:48:42"
202,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34374.31","2024-01-30 14:48:43"
203,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34405.4","2024-01-30 14:48:45"
204,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34430.48","2024-01-30 14:48:47"
205,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34395.43","2024-01-30 14:48:49"
206,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34395.43","2024-01-30 14:48:50"
207,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34424.12","2024-01-30 14:48:50"
208,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34515.58","2024-01-30 14:48:52"
209,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34547.99","2024-01-30 14:48:53"
210,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34544.87","2024-01-30 14:48:54"
211,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34503.93","2024-01-30 14:48:56"
212,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34607.76","2024-01-30 14:48:57"
213,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34627.32","2024-01-30 14:48:59"
214,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34627.32","2024-01-30 14:49:00"
215,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463186","2024-01-30 14:49:00"
216,"ETEC","ETEC","114","WAGO_EDM","D1","AL2","47.379","2024-01-30 14:49:00"
217,"ETEC","ETEC","114","WAGO_EDM","D1","VL1N","233.08","2024-01-30 14:49:00"
218,"ETEC","ETEC","114","WAGO_EDM","D1","VL3N","234.28","2024-01-30 14:49:00"
219,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","58.2422","2024-01-30 14:49:00"
220,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","49.176","2024-01-30 14:49:00"
221,"ETEC","ETEC","114","WAGO_EDM","D1","VL2N","233.99","2024-01-30 14:49:00"
222,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34610.75","2024-01-30 14:49:00"
223,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34893.16","2024-01-30 14:49:02"
224,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34936.01","2024-01-30 14:49:03"
225,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34952.33","2024-01-30 14:49:04"
226,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34983.9","2024-01-30 14:49:06"
227,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34584.83","2024-01-30 14:49:08"
228,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34584.83","2024-01-30 14:49:10"
229,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34595.4","2024-01-30 14:49:10"
230,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34617.6","2024-01-30 14:49:11"
231,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34636.68","2024-01-30 14:49:13"
232,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34553.86","2024-01-30 14:49:14"
233,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34572.46","2024-01-30 14:49:15"
234,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34589.27","2024-01-30 14:49:17"
235,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34602.96","2024-01-30 14:49:18"
236,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34602.96","2024-01-30 14:49:20"
237,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34576.43","2024-01-30 14:49:20"
238,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","35594.44","2024-01-30 14:49:21"
239,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34618.32","2024-01-30 14:49:23"
240,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34659","2024-01-30 14:49:24"
241,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34608.96","2024-01-30 14:49:25"
242,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34625.28","2024-01-30 14:49:27"
243,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34605.12","2024-01-30 14:49:29"
244,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34605.12","2024-01-30 14:49:30"
245,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34703.76","2024-01-30 14:49:31"
246,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34659.97","2024-01-30 14:49:32"
247,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34631.53","2024-01-30 14:49:34"
248,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34667.89","2024-01-30 14:49:35"
249,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34624.32","2024-01-30 14:49:36"
250,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34667.16","2024-01-30 14:49:38"
251,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34611.71","2024-01-30 14:49:39"
252,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34611.71","2024-01-30 14:49:40"
253,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34609.31","2024-01-30 14:49:41"
254,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34629.71","2024-01-30 14:49:42"
255,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34661.4","2024-01-30 14:49:44"
256,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34618.19","2024-01-30 14:49:45"
257,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34573.42","2024-01-30 14:49:46"
258,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34600.54","2024-01-30 14:49:48"
259,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34600.54","2024-01-30 14:49:50"
260,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34524.46","2024-01-30 14:49:50"
261,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","35139.45","2024-01-30 14:49:52"
262,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34627.32","2024-01-30 14:49:53"
263,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34375.4","2024-01-30 14:49:55"
264,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34461.32","2024-01-30 14:49:56"
265,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34427.49","2024-01-30 14:49:57"
266,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34451.72","2024-01-30 14:49:59"
267,"ETEC","ETEC","114","WAGO_EDM","D1","kWh","463186","2024-01-30 14:50:00"
268,"ETEC","ETEC","114","WAGO_EDM","D1","W_TOT","34451.72","2024-01-30 14:50:00"
269,"ETEC","ETEC","114","WAGO_EDM","D1","AL1","57.2494","2024-01-30 14:50:00"
270,"ETEC","ETEC","114","WAGO_EDM","D1","AL3","49.6809","2024-01-30 14:50:00"
